"HMM"	"PS"
"XP_022615787.1"	0	2975
"XP_022617221.1"	76.1	2161
"XP_022617334.1"	152.5	2054
"XP_022617679.1"	0	3355
"XP_022617917.1"	0	3019
"XP_022618390.1"	0	3520
"XP_022619231.1"	36.5	1965
"XP_022619698.1"	0	3001
"XP_022621372.1"	0	3151
"XP_022621501.1"	0	2937
"XP_022621961.1"	0	2559
"XP_022622675.1"	0	3444
"XP_022623291.1"	96.9	2716
"XP_022623480.1"	0	3176
"XP_022624440.1"	10.3	3427
"XP_022624799.1"	94.8	2694
"XP_022625203.1"	98.3	2741
"XP_023118558.1"	0	2182
"XP_023119955.1"	0	3039
"XP_023121798.1"	43.6	2264
"XP_023121834.1"	0	2988
"XP_023122199.2"	0	3032
"XP_023122725.1"	59.1	2137
"XP_023123167.2"	94.8	2086
"XP_023126780.2"	0	2312
"XP_023127020.1"	0	3576
"XP_023127069.2"	297.6	1622
"XP_023128071.2"	13.4	0
"XP_023128505.2"	0	3307
"XP_023128765.2"	0	2771
"XP_023129020.2"	0	3526
"XP_023129293.1"	0	3176
"XP_023130271.2"	0	3267
"XP_023131297.2"	0	3150
"XP_023132724.2"	65.7	1502
"XP_023133237.2"	0	3451
"XP_023133434.2"	0	2809
"XP_023133628.2"	0	2109
"XP_023135225.1"	155	2069
"XP_023135922.2"	71.7	1999
"XP_023136918.2"	39	2107
"XP_023137356.2"	0	2410
"XP_023138175.1"	0	2983
"XP_023138579.2"	97.5	2676
"XP_023138918.3"	0	3355
"XP_023139354.2"	71.2	2114
"XP_023139493.2"	0	3203
"XP_023139506.2"	35.4	2107
"XP_023143459.1"	0	3764
"XP_023144429.2"	0	3444
"XP_023145296.2"	0	2682
"XP_023145393.1"	0	3800
"XP_023145415.1"	10.8	1847
"XP_023147805.2"	0	2047
"XP_023148565.2"	0	2942
"XP_023150324.2"	86	1632
"XP_023153542.3"	104	2429
"XP_023153591.2"	0	2334
"XP_023153735.2"	0	1858
"XP_023154291.2"	0	1710
"XP_023154343.1"	0	3411
"XP_023155251.2"	0	2948
"XP_023180387.1"	0	3185
"XP_023180760.1"	0	2230
"XP_023180903.1"	89.3	2573
"XP_023181701.1"	0	2948
"XP_023182557.1"	98.8	2220
"XP_023183176.1"	0	2796
"XP_023183652.1"	0	2033
"XP_023184010.1"	0	2206
"XP_023184011.1"	0	2240
"XP_023185568.1"	95.8	2332
"XP_023186424.1"	0	3240
"XP_023186871.1"	0	3355
"XP_023187219.1"	0	3353
"XP_023188124.1"	0	2763
"XP_023188517.1"	0	2561
"XP_023188568.1"	0	2033
"XP_023189471.1"	0	2033
"XP_023189481.1"	94.1	1785
"XP_023191183.1"	45.7	2110
"XP_023191653.1"	0	3092
"XP_023194199.1"	0	3744
"XP_023194722.1"	0	2391
"XP_023195124.1"	0	2033
"XP_023196788.1"	276.2	1942
"XP_023197405.1"	69.8	2081
"XP_023197563.1"	0	2379
"XP_023197769.1"	0	3567
"XP_023197835.1"	0	3471
"XP_023198188.1"	0	2591
"XP_023199056.1"	94.7	2686
"XP_023199067.1"	0	3073
"XP_023199459.1"	0	3478
"XP_023199551.1"	95.4	2702
"XP_023200833.1"	0	3504
"XP_023200885.1"	0	3318
"XP_023201010.1"	0	3595
"XP_023204789.1"	0	1731
"XP_023205138.1"	0	2591
"XP_023205543.1"	0	2413
"XP_023206797.1"	0	3493
"XP_023207185.1"	0	2033
"XP_023207542.1"	83.8	1958
"XP_023207689.1"	68.9	1490
"XP_023207888.1"	158.4	2067
"XP_023208250.1"	0	2033
"XP_023208554.1"	0	2591
"XP_023208952.1"	0	3728
"XP_023209238.1"	0	2796
"XP_023249743.1"	0	3119
"XP_023250021.1"	0	2771
"XP_023250608.1"	0	2560
"XP_023252108.1"	0	3769
"XP_023252192.1"	0	3022
"XP_023252649.1"	0	3176
"XP_023252773.1"	0	3309
"XP_023253543.1"	0	3303
"XP_023253590.1"	0	2539
"XP_023253913.1"	0	2101
"XP_023254162.1"	75.2	0
"XP_023254288.1"	67.9	1966
"XP_023255252.1"	152.4	2054
"XP_023255440.1"	0	2929
"XP_023255727.1"	0	3774
"XP_023256268.1"	0	2559
"XP_023256654.1"	0	3507
"XP_023256910.1"	0	2937
"XP_023256916.1"	13.2	0
"XP_023257266.1"	97.4	2187
"XP_023257850.1"	96.1	2187
"XP_023258161.1"	0	3287
"XP_023258809.1"	0	3311
"XP_023258921.1"	0	3151
"XP_023259431.1"	0	3003
"XP_023262231.1"	0	3019
"XP_023263494.1"	297.6	1735
"XP_023263815.1"	0	1428
"XP_023264186.1"	0	2647
"XP_023265179.1"	36.5	1965
"XP_023265561.1"	0	3237
"XP_023265670.1"	0	3556
"XP_023266189.1"	38.3	2059
"XP_023266456.1"	0	2849
"XP_023266489.1"	94.6	2679
"XP_023268850.1"	0	3520
"XP_023268894.1"	0	2312
"XP_023269628.1"	0	2948
"XP_023269653.1"	0	1865
"XP_023269675.1"	0	3040
"XP_023270093.1"	43.7	2269
"XP_023270258.1"	0	3412
"XP_023270584.1"	0	1877
"XP_023270624.1"	100.5	2377
"XP_023271852.1"	76.1	2161
"XP_023272335.1"	0	1998
"XP_023272830.1"	100.3	2442
"XP_023273448.1"	72.7	1912
"XP_023273606.1"	0	2354
"XP_023275406.1"	98.4	2741
"XP_023275583.1"	0	3355
"XP_023277086.1"	0	2191
"XP_023277872.1"	87.7	1808
"XP_023278496.1"	20.1	0
"XP_023278673.1"	0	2083
"XP_023280367.1"	96.9	2716
"XP_023280381.1"	0	1897
"XP_023280730.1"	0	2984
"XP_023280755.1"	0	2967
"XP_023280927.1"	0	3203
"XP_023281241.1"	100	2497
"XP_023282996.1"	0	3342
"XP_023283252.1"	33.3	0
"XP_023283509.1"	0	3447
"XP_023284346.1"	0	3336
"XP_023284514.1"	58	2064
"XP_023284783.1"	102.3	2460
"XP_023646785.1"	0	1786
"XP_023646998.1"	108.2	1538
"XP_023647008.1"	91.6	1698
"XP_023647020.1"	307.5	2766
"XP_023647402.1"	0	3350
"XP_023647583.1"	0	3018
"XP_023648004.1"	0	3190
"XP_023648620.1"	0	3176
"XP_023648641.1"	39.9	1460
"XP_023650354.1"	100.3	2597
"XP_023651934.1"	0	1501
"XP_023655717.1"	0	2899
"XP_023658568.1"	0	2682
"XP_023658666.1"	0	3091
"XP_023659503.1"	0	3355
"XP_023659990.1"	0	2876
"XP_023660035.1"	0	2510
"XP_023661189.1"	0	3055
"XP_023661920.1"	0	3425
"XP_023662027.1"	61.4	1865
"XP_023662587.1"	0	2647
"XP_023662628.1"	0	3041
"XP_023663030.1"	71.2	2036
"XP_023664164.1"	0	3114
"XP_023664929.1"	0	3195
"XP_023665372.1"	103.1	2729
"XP_023665519.1"	0	3559
"XP_023666207.1"	91.1	2128
"XP_023666890.1"	101.6	2707
"XP_023667385.1"	0	1488
"XP_023667471.1"	0	2787
"XP_023668230.1"	0	3673
"XP_023668898.1"	40.9	1890
"XP_023671294.1"	0	2248
"XP_023672050.1"	0	3402
"XP_023672889.1"	160.3	2138
"XP_023674164.1"	0	2308
"XP_023675079.1"	0	3506
"XP_023675282.1"	0	3339
"XP_023676467.1"	44.3	2050
"XP_023676619.1"	308.3	2663
"XP_023678840.1"	44.4	2281
"XP_023679874.1"	44.4	2293
"XP_023680060.1"	0	3276
"XP_023681673.1"	0	2387
"XP_023682208.1"	0	2344
"XP_023682553.1"	0	2848
"XP_023682606.1"	0	2138
"XP_023682992.1"	0	2001
"XP_023684573.1"	0	2306
"XP_023685849.1"	0	3224
"XP_023686533.1"	308.6	2756
"XP_023687242.1"	0	3503
"XP_023687736.1"	95.4	2323
"XP_023687945.1"	0	3305
"XP_023688683.1"	19.2	0
"XP_023688946.1"	72	1751
"XP_023689332.1"	0	2907
"XP_023690131.1"	0	2665
"XP_023690715.1"	0	3217
"XP_023691167.1"	0	3189
"XP_023692315.1"	93.1	2567
"XP_023692576.1"	0	2949
"XP_023693224.1"	90.8	2555
"XP_023693451.1"	62.6	2143
"XP_023694380.1"	0	3571
"XP_023694509.1"	0	2566
"XP_023694755.1"	0	2234
"XP_023695525.1"	0	3518
"XP_023695580.1"	154.6	1911
"XP_023695585.1"	39.7	0
"XP_023697067.1"	311.9	2766
"XP_023697318.1"	49.1	2111
"XP_023697840.1"	0	2578
"XP_023699101.1"	0	3293
"XP_023700246.1"	0	3305
"XP_023700826.1"	0	3375
"XP_023805950.1"	0	2981
"XP_023807684.1"	0	2013
"XP_023807907.1"	0	2561
"XP_023808364.1"	0	2345
"XP_023808805.1"	0	2367
"XP_023809319.1"	0	2803
"XP_023810570.1"	0	3024
"XP_023810825.1"	0	2178
"XP_023811724.1"	0	2367
"XP_023812264.1"	47.2	2121
"XP_023812918.1"	0	3111
"XP_023813135.1"	0	2319
"XP_023813137.1"	0	2319
"XP_023813139.1"	0	2993
"XP_023814577.1"	93.7	2507
"XP_023814612.1"	0	3563
"XP_023814623.1"	97.7	2733
"XP_023815008.1"	0	3608
"XP_023815439.1"	0	3222
"XP_023815739.1"	0	2736
"XP_023817513.1"	0	3024
"XP_023818170.1"	0	3426
"XP_023818448.1"	71	2020
"XP_023819883.1"	0	3175
"XP_023819980.1"	0	3355
"XP_023821314.1"	0	3101
"XP_023822952.1"	0	3523
"XP_023824057.1"	84.3	2071
"XP_023824101.1"	0	3629
"XP_023824885.1"	25.6	0
"XP_023825523.1"	37.1	2037
"XP_023826513.1"	0	2422
"XP_023827835.1"	161.1	2078
"XP_023829129.1"	0	2837
"XP_023829471.1"	85.1	2412
"XP_023830786.1"	0	3438
"XP_023830856.1"	0	3407
"XP_023830993.1"	0	3559
"XP_023831323.1"	105.4	2678
"XP_023831376.1"	0	1850
"XP_023831461.1"	0	3509
"XP_023831756.1"	0	3164
"XP_023831961.1"	0	3559
"XP_023832067.1"	68.1	1981
"XP_023833500.1"	0	3187
"XP_023834946.1"	0	3082
"XP_023835106.1"	0	2637
"XP_023835130.1"	0	2348
"XP_023835374.1"	0	1522
"XP_023835680.1"	97.9	2622
"XP_023836078.1"	0	3187
"XP_023838367.1"	0	3513
"XP_023839067.1"	0	1680
"XP_023839199.1"	44.8	1865
"XP_023839201.1"	44.8	1865
"XP_023839314.1"	0	2808
"XP_023839544.1"	0	3019
"XP_023839724.1"	0	2519
"XP_023839775.1"	102.3	2683
"XP_023839942.1"	0	3429
"XP_023840648.1"	158.7	2254
"XP_023840669.1"	0	1812
"XP_023841206.1"	0	2492
"XP_023841640.1"	0	1917
"XP_023842113.1"	0	2400
"XP_023842725.1"	0	2323
"XP_023843313.1"	0	3527
"XP_023843438.1"	102.6	2785
"XP_023843504.1"	0	2526
"XP_023844197.1"	0	3041
"XP_023844829.1"	97.9	2528
"XP_023845147.1"	33	1913
"XP_023845719.1"	0	2030
"XP_023846075.1"	0	2685
"XP_023846644.1"	0	3533
"XP_023846692.1"	31.7	0
"XP_023846693.1"	20.2	0
"XP_023847242.1"	0	3207
"XP_023847513.1"	0	3302
"XP_023849222.1"	285.9	1911
"XP_023849475.1"	0	1662
"XP_023849834.1"	0	2237
"XP_023850995.1"	160.3	2289
"XP_023851162.1"	0	3296
"XP_023852994.1"	0	1976
"XP_023853148.1"	85	2575
"XP_023853732.1"	61.6	2096
"XP_023855379.1"	85.2	2304
"XP_023855755.1"	0	3102
"XP_023856582.1"	0	2792
"XP_023856663.1"	0	2955
"XP_023856880.1"	92	2619
"XP_023857257.1"	0	3243
"XP_023857622.1"	0	3029
"XP_023857669.1"	0	3491
"XP_023858241.1"	0	3254
"XP_023858982.1"	102.4	2701
"XP_023859014.1"	147.9	2010
"XP_023860413.1"	63.3	2072
"XP_023860866.1"	0	3302
"XP_023861885.1"	47.5	1823
"XP_023861936.1"	0	3549
"XP_023863470.1"	88.8	2705
"XP_023864065.1"	277.9	2008
"XP_023865787.1"	0	3278
"XP_023866446.1"	72.6	1824
"XP_023866680.1"	0	3064
"XP_023867106.1"	0	3019
"XP_023868369.1"	0	3463
"XP_023868472.1"	0	2739
"XP_023869014.1"	0	2955
"XP_023869463.1"	0	1821
"XP_023869825.1"	0	2281
"XP_023991516.1"	0	1585
"XP_023993356.1"	287.2	2729
"XP_023993516.1"	5.1	0
"XP_023993842.1"	0	3459
"XP_023995418.1"	0	2350
"XP_023996783.1"	42.2	2312
"XP_023997289.1"	42.3	2312
"XP_023997623.1"	0	2907
"XP_023998023.1"	101.9	2314
"XP_023998431.1"	0	3346
"XP_023998712.1"	0	3133
"XP_023999050.1"	0	2936
"XP_023999874.1"	0	2191
"XP_024000606.1"	103.1	2335
"XP_024002690.1"	0	2884
"XP_024002881.1"	0	3187
"XP_024002929.1"	307.9	2842
"XP_024002932.1"	0	3146
"XP_024003396.1"	40.5	1627
"XP_024003504.1"	0	2884
"XP_024113818.1"	97.6	2733
"XP_024113917.1"	102.7	2594
"XP_024113969.1"	98.5	2377
"XP_024116073.1"	42.9	2171
"XP_024116136.1"	0	2504
"XP_024116420.1"	0	2548
"XP_024118700.1"	0	3441
"XP_024119025.1"	0	2236
"XP_024119199.1"	72.8	2068
"XP_024119909.1"	0	3150
"XP_024120284.1"	0	3603
"XP_024120526.1"	0	2153
"XP_024121410.1"	0	3426
"XP_024122753.1"	41.5	2234
"XP_024122894.1"	0	3355
"XP_024123298.1"	0	3254
"XP_024123983.1"	0	3246
"XP_024124266.1"	0	1996
"XP_024125349.1"	0	3844
"XP_024125836.1"	95.5	2481
"XP_024125943.1"	0	2178
"XP_024126399.1"	0	3167
"XP_024127322.1"	0	1807
"XP_024127503.1"	0	3111
"XP_024127657.1"	0	2993
"XP_024129693.1"	0	1940
"XP_024130194.1"	0	3067
"XP_024131025.1"	0	3461
"XP_024131428.1"	0	3086
"XP_024131487.1"	0	2586
"XP_024131876.1"	0	3251
"XP_024132178.1"	73.9	2037
"XP_024132543.1"	0	3523
"XP_024133283.1"	67.3	1542
"XP_024135079.1"	13	0
"XP_024135228.1"	56.7	2002
"XP_024136051.1"	0	2947
"XP_024136306.1"	105.7	2180
"XP_024137883.1"	0	3176
"XP_024137966.1"	0	2241
"XP_024138639.1"	0	2877
"XP_024139017.1"	0	3380
"XP_024140458.1"	284.4	1619
"XP_024143442.1"	89.8	1987
"XP_024143574.1"	0	2330
"XP_024144859.1"	0	3200
"XP_024145801.2"	88.5	1802
"XP_024146680.1"	106.5	2213
"XP_024148985.1"	45.2	2108
"XP_024149023.1"	0	3203
"XP_024151027.1"	0	2692
"XP_024151377.1"	0	2561
"XP_024151840.1"	0	2986
"XP_024152173.1"	0	2839
"XP_024152271.1"	39.9	1787
"XP_024154016.1"	0	3222
"XP_024154018.1"	0	3576
"XP_024154107.1"	0	3611
"XP_024155086.1"	0	3131
"XP_024155219.2"	0	3755
"XP_024155334.1"	97.7	2724
"XP_024155428.1"	0	3026
"XP_024228799.1"	87.6	2088
"XP_024230317.1"	0	3102
"XP_024231118.1"	0	3533
"XP_024232365.2"	0	3223
"XP_024232726.1"	84.2	2158
"XP_024233933.1"	0	2790
"XP_024234741.1"	159.5	2145
"XP_024235197.2"	0	2492
"XP_024235712.1"	0	2557
"XP_024236274.1"	0	2547
"XP_024236458.2"	0	3019
"XP_024236826.1"	0	2603
"XP_024236948.2"	45.3	1789
"XP_024236978.1"	0	1498
"XP_024237566.1"	0	3296
"XP_024238415.1"	87.7	2723
"XP_024238678.1"	0	2124
"XP_024239182.2"	0	3173
"XP_024239240.2"	42.2	2312
"XP_024239719.1"	0	3302
"XP_024240395.1"	0	3549
"XP_024241139.1"	34	1902
"XP_024241248.2"	0	3142
"XP_024241539.1"	97.4	2638
"XP_024241561.1"	96.8	2633
"XP_024243867.1"	284.7	2046
"XP_024247016.2"	0	3187
"XP_024247253.2"	0	3172
"XP_024251866.1"	0	3559
"XP_024251944.1"	0	3500
"XP_024251999.1"	0	3509
"XP_024253221.1"	100.1	2680
"XP_024254217.1"	0	1501
"XP_024255787.1"	0	3491
"XP_024256769.1"	0	2237
"XP_024256908.1"	0	2382
"XP_024257017.1"	0	3116
"XP_024258219.1"	0	3423
"XP_024258335.1"	0	1495
"XP_024261461.1"	86.4	2487
"XP_024261657.2"	0	1420
"XP_024263314.1"	100	2478
"XP_024264273.2"	42.4	2307
"XP_024267792.1"	0	1452
"XP_024268180.2"	0	3473
"XP_024268937.2"	33.3	1890
"XP_024271920.2"	51.5	1898
"XP_024273515.1"	0	3330
"XP_024274178.2"	61.6	2096
"XP_024274180.1"	92	2619
"XP_024274380.1"	153.2	2074
"XP_024275271.2"	102.6	2701
"XP_024281149.1"	37.4	2076
"XP_024281935.1"	0	1553
"XP_024282493.1"	86.5	2411
"XP_024286820.1"	0	2934
"XP_024287021.1"	0	3019
"XP_024287611.1"	0	3453
"XP_024288453.1"	0	2770
"XP_024288972.2"	0	3064
"XP_024289410.2"	0	2884
"XP_024289959.2"	102.5	2404
"XP_024290035.1"	277	1782
"XP_024294013.1"	0	3082
"XP_024295647.1"	39.7	1604
"XP_024297543.2"	99.2	2467
"XP_024297576.1"	0	3559
"XP_024297596.1"	0	3509
"XP_024300090.1"	0	3115
"XP_024300227.2"	0	3463
"XP_024654242.1"	0	2404
"XP_024655096.1"	0	3176
"XP_024655137.1"	0	3028
"XP_024655533.1"	0	2051
"XP_024655704.1"	0	2363
"XP_024655909.1"	0	2463
"XP_024656194.1"	0	3176
"XP_024656668.1"	0	2448
"XP_024656866.1"	0	2448
"XP_024657445.1"	22.6	0
"XP_024657707.1"	0	2446
"XP_024657814.1"	0	2837
"XP_024659946.1"	0	2448
"XP_024659950.1"	0	2448
"XP_024660245.1"	0	3498
"XP_024660296.1"	0	2890
"XP_024660475.1"	0	3505
"XP_024661248.1"	0	2446
"XP_024661550.1"	0	2446
"XP_024858060.1"	0	2470
"XP_024858138.1"	0	3685
"XP_024858287.1"	0	2652
"XP_024858935.1"	0	2970
"XP_024860733.1"	0	2347
"XP_024862792.1"	0	3330
"XP_024908677.1"	0	3079
"XP_024909004.1"	0	3524
"XP_024909076.1"	0	3236
"XP_024909138.1"	0	3174
"XP_024909265.1"	94.8	2694
"XP_024910465.1"	0	3053
"XP_024910497.1"	66.3	2200
"XP_024910562.1"	57.2	1532
"XP_024910997.1"	0	3312
"XP_024911008.1"	0	3811
"XP_024912146.1"	153	1865
"XP_024913538.1"	0	2342
"XP_024913798.1"	271.7	1633
"XP_024915177.1"	0	3203
"XP_024917298.1"	37.5	1823
"XP_024917793.1"	0	1515
"XP_024919132.1"	0	3282
"XP_024920025.1"	0	2955
"XP_024920645.1"	0	3499
"XP_024920883.1"	0	3281
"XP_024921100.1"	0	2516
"XP_024921724.1"	69.2	1744
"XP_025754145.1"	0	2953
"XP_025758028.1"	105.8	2605
"XP_025758393.1"	0	2584
"XP_025759255.1"	0	2361
"XP_025760541.1"	0	2598
"XP_025760659.1"	0	2598
"XP_025766367.1"	0	2966
"XP_025998519.1"	100.9	2335
"XP_025998783.1"	0	2628
"XP_026001399.1"	0	2448
"XP_026001574.1"	0	2928
"XP_026001683.1"	0	2448
"XP_026001777.1"	0	3028
"XP_026002093.1"	0	3028
"XP_026002314.1"	0	2928
"XP_026003275.1"	0	2509
"XP_026003710.1"	90.2	2237
"XP_026004215.1"	0	2350
"XP_026004727.1"	0	2212
"XP_026005592.1"	0	1871
"XP_026005731.1"	0	3266
"XP_026006806.1"	0	3028
"XP_026006912.1"	0	3028
"XP_026007769.1"	0	2224
"XP_026008214.1"	0	3798
"XP_026009019.1"	0	3208
"XP_026010126.1"	0	3390
"XP_026011020.1"	45.1	2107
"XP_026011322.1"	0	2404
"XP_026011751.1"	107.5	2605
"XP_026011842.1"	0	2584
"XP_026012662.1"	0	3772
"XP_026013078.1"	0	3318
"XP_026013304.1"	0	3075
"XP_026015108.1"	58	2064
"XP_026016332.1"	0	2345
"XP_026017608.1"	0	2511
"XP_026019949.1"	0	1817
"XP_026019983.1"	0	2960
"XP_026020191.1"	0	3111
"XP_026023399.1"	90	2408
"XP_026024658.1"	0	2883
"XP_026024886.1"	0	2053
"XP_026025609.1"	84.6	1666
"XP_026026683.1"	0	2936
"XP_026026998.1"	0	2921
"XP_026028133.1"	148.1	1920
"XP_026028862.1"	0	2867
"XP_026029676.1"	0	3019
"XP_026030107.1"	0	2446
"XP_026030204.1"	0	3655
"XP_026030386.1"	0	2470
"XP_026030860.1"	0	2446
"XP_026032589.1"	0	2185
"XP_026032664.1"	0	2446
"XP_026032701.1"	97.2	2676
"XP_026034001.1"	283.9	1939
"XP_026035065.1"	0	2966
"XP_026035275.1"	107.6	2529
"XP_026035990.1"	0	2584
"XP_026036417.1"	0	3176
"XP_026036873.1"	0	2288
"XP_026036874.1"	0	3608
"XP_026036965.1"	0	2056
"XP_026038283.1"	74.1	1774
"XP_026039147.1"	0	3355
"XP_026039724.1"	0	3091
"XP_026040210.1"	0	3270
"XP_026040967.1"	0	2584
"XP_026041389.1"	95.6	2417
"XP_026041733.1"	35	2037
"XP_026041982.1"	0	2634
"XP_026042318.1"	0	3498
"XP_026042364.1"	95.7	2931
"XP_026042638.1"	0	2647
"XP_026043024.1"	0	3400
"XP_026043706.1"	0	3080
"XP_026043842.1"	0	2600
"XP_026044385.1"	97.7	2733
"XP_026044508.1"	0	1781
"XP_026044512.1"	43	2264
"XP_026044533.1"	0	2890
"XP_026045833.1"	35.2	2061
"XP_026047210.1"	0	3505
"XP_026047231.1"	0	3532
"XP_026047262.1"	69.5	1499
"XP_026048657.1"	76.3	2144
"XP_026051003.1"	67.3	1748
"XP_026051459.1"	0	3589
"XP_026052236.1"	0	3443
"XP_026052249.1"	0	3001
"XP_026052317.1"	0	3029
"XP_026054840.1"	0	2791
"XP_026056474.1"	0	2241
"XP_026056571.1"	0	2952
"XP_026056770.1"	0	3176
"XP_026056836.1"	97.7	2653
"XP_026058286.1"	0	2442
"XP_026059008.1"	162.8	1947
"XP_026060651.1"	0	3154
"XP_026061727.1"	0	2837
"XP_026062225.1"	0	1706
"XP_026062725.1"	0	2961
"XP_026063088.1"	0	1864
"XP_026063536.1"	0	2726
"XP_026063678.1"	0	3192
"XP_026064071.1"	0	1928
"XP_026064221.1"	0	2897
"XP_026064260.1"	0	2897
"XP_026064460.1"	0	2430
"XP_026064577.1"	0	1970
"XP_026064845.1"	89.2	1891
"XP_026064940.1"	87.8	1891
"XP_026065624.1"	0	2506
"XP_026065765.1"	0	2810
"XP_026065948.1"	0	2899
"XP_026066361.1"	0	2657
"XP_026066878.1"	0	2893
"XP_026066965.1"	41.9	2154
"XP_026067346.1"	0	3536
"XP_026068092.1"	102.1	2729
"XP_026069721.1"	0	1955
"XP_026072889.1"	94.3	2457
"XP_026073073.1"	94.3	2457
"XP_026073765.1"	0	2241
"XP_026075438.1"	0	3611
"XP_026075743.1"	69.6	1799
"XP_026075851.1"	0	2227
"XP_026075971.1"	0	3019
"XP_026076231.1"	0	3155
"XP_026076588.1"	0	2578
"XP_026077397.1"	0	2687
"XP_026078719.1"	307	2530
"XP_026079565.1"	34.5	2065
"XP_026079892.1"	0	3714
"XP_026079944.1"	0	3714
"XP_026080800.1"	0	3339
"XP_026081197.1"	0	2647
"XP_026082133.1"	0	3561
"XP_026082494.1"	46.1	1784
"XP_026082681.1"	0	2791
"XP_026084560.1"	0	3283
"XP_026084603.1"	97.7	2652
"XP_026084694.1"	0	2578
"XP_026084891.1"	0	3254
"XP_026085495.1"	0	3022
"XP_026085560.1"	94.4	1888
"XP_026085652.1"	0	2759
"XP_026086041.1"	0	2430
"XP_026086971.1"	74.6	2053
"XP_026087037.1"	0	2464
"XP_026087236.1"	0	3399
"XP_026087255.1"	0	3310
"XP_026087580.1"	0	3399
"XP_026087588.1"	0	3485
"XP_026087865.1"	104.4	2223
"XP_026089274.1"	0	2791
"XP_026089426.1"	0	2899
"XP_026089740.1"	0	2983
"XP_026090476.1"	0	3443
"XP_026092519.1"	0	3305
"XP_026093290.1"	0	2791
"XP_026093298.1"	0	2767
"XP_026093370.1"	0	3176
"XP_026093580.1"	0	2955
"XP_026093845.1"	0	2241
"XP_026093851.1"	0	2783
"XP_026094159.1"	158.9	1991
"XP_026094428.1"	159.4	1925
"XP_026096270.1"	12.7	0
"XP_026097218.1"	64.9	2086
"XP_026098003.1"	0	3341
"XP_026098654.1"	0	2241
"XP_026099081.1"	0	3631
"XP_026099231.1"	0	2575
"XP_026099601.1"	98.4	2426
"XP_026099720.1"	0	3329
"XP_026099789.1"	0	2193
"XP_026099806.1"	0	2430
"XP_026099809.1"	0	2241
"XP_026099870.1"	98.3	2389
"XP_026100726.1"	0	2646
"XP_026101504.1"	0	2270
"XP_026101767.1"	0	2119
"XP_026102023.1"	0	2791
"XP_026102083.1"	0	2210
"XP_026102790.1"	0	3371
"XP_026103472.1"	0	2403
"XP_026103591.1"	69.2	1670
"XP_026104142.1"	0	1540
"XP_026105114.1"	0	2899
"XP_026105626.1"	0	1706
"XP_026105821.1"	39.6	2273
"XP_026105848.1"	0	3337
"XP_026105945.1"	0	3283
"XP_026106102.1"	0	3100
"XP_026107867.1"	0	2241
"XP_026108093.1"	97.1	2576
"XP_026108179.1"	0	3476
"XP_026108242.1"	0	2899
"XP_026108878.1"	0	2647
"XP_026108929.1"	0	2314
"XP_026109356.1"	0	2068
"XP_026110119.1"	0	1996
"XP_026110707.1"	0	2532
"XP_026110847.1"	0	2923
"XP_026111008.1"	0	2791
"XP_026112122.1"	0	2249
"XP_026112281.1"	0	2312
"XP_026112376.1"	0	2532
"XP_026113465.1"	0	2899
"XP_026113621.1"	0	3341
"XP_026114052.1"	0	2899
"XP_026114059.1"	0	2791
"XP_026114483.1"	0	2236
"XP_026114628.1"	0	2985
"XP_026114744.1"	0	1706
"XP_026115019.1"	0	2241
"XP_026115329.1"	0	3577
"XP_026115598.1"	0	1938
"XP_026115699.1"	0	2997
"XP_026115896.1"	0	2034
"XP_026116703.1"	0	2419
"XP_026116785.1"	0	2791
"XP_026117079.1"	92.1	2546
"XP_026118063.1"	0	3100
"XP_026118172.1"	0	3192
"XP_026118223.1"	48.4	2021
"XP_026118334.1"	0	1837
"XP_026118433.1"	0	1455
"XP_026119014.1"	0	1540
"XP_026119680.1"	0	2791
"XP_026120084.1"	0	3337
"XP_026120584.1"	0	2226
"XP_026120711.1"	0	2791
"XP_026120746.1"	44.9	2180
"XP_026120821.1"	42.9	2081
"XP_026121509.1"	0	1981
"XP_026121609.1"	0	1676
"XP_026121929.1"	0	2203
"XP_026123456.1"	36.5	1701
"XP_026124675.1"	0	2729
"XP_026124701.1"	94.3	2457
"XP_026125437.1"	0	3651
"XP_026125986.1"	0	3651
"XP_026126080.1"	0	3388
"XP_026126367.1"	50.4	2029
"XP_026128661.1"	0	2985
"XP_026128798.1"	43	1694
"XP_026129313.1"	0	3492
"XP_026129670.1"	73.9	1686
"XP_026129858.1"	0	2210
"XP_026130060.1"	0	3107
"XP_026130126.1"	0	3038
"XP_026131405.1"	88.8	2349
"XP_026132856.1"	308.4	2626
"XP_026134036.1"	34.4	1998
"XP_026134538.1"	0	3714
"XP_026134599.1"	0	2971
"XP_026135201.1"	0	2971
"XP_026136470.1"	0	3219
"XP_026136553.1"	0	2513
"XP_026137841.1"	0	3278
"XP_026137889.1"	49.9	1831
"XP_026138128.1"	0	3595
"XP_026138568.1"	0	2791
"XP_026139634.1"	41.3	2101
"XP_026140174.1"	0	3235
"XP_026140395.1"	0	3284
"XP_026140484.1"	97.6	2718
"XP_026141573.1"	0	2896
"XP_026141880.1"	0	2108
"XP_026143313.1"	0	2593
"XP_026143578.1"	0	2312
"XP_026143835.1"	78.2	2083
"XP_026145398.1"	0	3538
"XP_026145437.1"	0	3538
"XP_026145587.1"	0	3567
"XP_026145590.1"	0	3501
"XP_026145606.1"	0	3341
"XP_026145631.1"	102.4	2332
